problema,n,k,algoritmo,status,synthesis_time_ms,max_memory_mb,expanded_states,used_states,expanded_transitions,used_transitions,heuristic_time_ms
BW,1,4,PORGeneralizedController,OK,43,11.21,23,5,36,6,0
BW,1,5,MonolithicController,OK,5,9.55,14,13,34,18,0
BW,1,5,DirectedController,OK,49,15.7,5,5,6,6,2
CM,1,1,MonolithicController,OK,8,9.85,35,27,54,33,0
CM,1,1,DirectedController,OK,63,16.25,17,17,21,21,5
CM,1,1,PORController,OK,41,15.71,35,17,51,21,0
CM,1,1,PORGeneralizedController,OK,44,11.54,35,17,51,21,0
CM,1,2,MonolithicController,OK,12,10.83,95,57,162,73,0
CM,1,2,DirectedController,OK,120,19.41,33,33,42,42,21
CM,1,2,PORController,OK,44,16.58,97,33,157,42,0
AT,2,13,DirectedController,OK,240,14.54,23,23,33,33,17
AT,2,13,PORController,OK,699,38.27,327,63,957,99,0
AT,2,13,PORGeneralizedController,OK,250,24.45,172,63,484,99,0
AT,2,14,MonolithicController,OK,27,16.06,344,307,1075,401,0
AT,2,14,DirectedController,OK,259,15.72,23,23,33,33,20
AT,2,14,PORController,OK,891,82.46,364,69,1083,108,0
AT,2,14,PORGeneralizedController,OK,218,46.13,191,75,547,117,0
AT,2,15,MonolithicController,OK,41,16.97,382,343,1209,443,0
AT,2,15,DirectedController,OK,400,16.97,23,23,33,33,38
AT,2,15,PORController,OK,1210,123.77,403,77,1217,120,0
AT,2,15,PORGeneralizedController,OK,454,68.47,211,75,614,117,0
AT,3,11,MonolithicController,OK,213,51.42,3970,2739,16231,4273,0
AT,3,11,DirectedController,OK,899,45.05,99,99,142,142,90
AT,3,11,PORController,OK,1085,93.15,4701,898,17668,1597,0
AT,3,11,PORGeneralizedController,OK,458,85.63,949,945,3219,1675,0
AT,3,12,MonolithicController,OK,278,73.15,4780,3369,19963,5149,0
AT,3,12,DirectedController,OK,801,49.02,99,99,142,142,82
AT,3,12,PORController,OK,1319,52.47,5610,962,21601,1708,0
AT,3,12,PORGeneralizedController,OK,739,46.36,1353,1005,4486,1765,0
AT,3,13,MonolithicController,OK,249,70.43,5692,4089,24229,6133,0
AT,3,13,DirectedController,OK,958,53.53,99,99,142,142,115
AT,3,13,PORController,OK,1531,101.74,6627,1013,26080,1792,0
AT,3,13,PORGeneralizedController,OK,755,64.73,1579,1005,5363,1765,0
AT,3,14,MonolithicController,OK,291,86.72,6712,4905,29065,7231,0
AT,3,14,DirectedController,OK,944,58.9,99,99,142,142,100
AT,3,14,PORController,OK,1795,57.83,7758,1221,31141,2134,0
AT,3,14,PORGeneralizedController,OK,711,67.32,1549,1326,5628,2242,0
AT,3,15,MonolithicController,OK,347,96.38,7846,5823,34507,8449,0
AT,3,15,DirectedController,OK,1151,64.21,99,99,142,142,138
AT,3,15,PORController,OK,2045,127.37,9009,1502,36820,2593,0
AT,3,15,PORGeneralizedController,OK,971,49.63,2107,1485,7415,2575,0
AT,4,11,MonolithicController,OK,2205,852.34,66770,33169,335537,57705,0
AT,4,11,DirectedController,OK,3157,60.54,521,521,729,729,247
AT,4,11,PORController,OK,13581,359.13,88663,11174,402257,21773,0
AT,4,11,PORGeneralizedController,OK,1922,175.2,4882,13497,19699,25925,0
AT,4,12,MonolithicController,OK,2507,985.2,85522,44121,440457,74921,0
AT,4,12,DirectedController,OK,3849,91.13,521,521,729,729,377
AT,4,12,PORController,OK,17967,401.13,112107,11920,522897,23187,0
AT,4,12,PORGeneralizedController,OK,3132,416.78,7684,16273,30724,30945,0
AT,4,13,MonolithicController,OK,3038,1116.16,107898,57593,568081,95641,0
AT,4,13,DirectedController,OK,4246,118.13,521,521,729,729,313
AT,4,13,PORController,OK,20921,573.13,139781,14237,668473,27500,0
AT,4,13,PORGeneralizedController,OK,4099,529.48,10620,18305,42415,34729,0
AT,4,14,MonolithicController,OK,3999,1546.24,134330,73945,721457,120297,0
AT,4,14,DirectedController,OK,4144,154.82,521,521,729,729,393
AT,4,14,PORController,OK,27729,754.13,172153,18535,842177,35301,0
AT,4,14,PORGeneralizedController,OK,4257,310.79,9227,21765,40412,39965,0
AT,4,15,MonolithicController,OK,4439,1853.44,165274,93561,903825,149345,0
AT,4,15,DirectedController,OK,4555,94.03,521,521,729,729,421
AT,4,15,PORController,OK,55768,841.13,209715,24872,1047393,46594,0
AT,4,15,PORGeneralizedController,OK,6725,831.49,13891,28093,59513,52605,0
AT,5,11,MonolithicController,OM,,,,,,,
AT,5,11,DirectedController,OK,18047,441.13,3003,3003,4146,4146,1097
AT,5,11,PORController,OM,,,,,,,
AT,5,11,PORGeneralizedController,OK,34463,3246.08,91405,135819,438983,280881,0
AT,5,12,MonolithicController,OM,,,,,,,
AT,5,12,DirectedController,OK,19241,465.13,3003,3003,4146,4146,1072
AT,5,12,PORController,TO,,,,,,,
AT,5,12,PORGeneralizedController,OK,69205,3020.8,149770,161243,724700,329429,0
AT,5,13,MonolithicController,OM,,,,,,,
AT,5,13,DirectedController,OK,21648,438.13,3003,3003,4146,4146,1081
AT,5,13,PORController,TO,,,,,,,
AT,5,13,PORGeneralizedController,TO,,,,,,,
AT,5,14,MonolithicController,OM,,,,,,,
AT,5,14,DirectedController,OK,22755,568.13,3003,3003,4146,4146,1214
AT,5,14,PORController,TO,,,,,,,
AT,5,14,PORGeneralizedController,OM,,,,,,,
AT,5,15,MonolithicController,OM,,,,,,,
AT,5,15,DirectedController,OK,26672,586.13,3003,3003,4146,4146,1238
AT,5,15,PORController,TO,,,,,,,
AT,5,15,PORGeneralizedController,OM,,,,,,,
AT,6,11,MonolithicController,OM,,,,,,,
AT,6,11,DirectedController,OK,355927,3317.76,20381,20381,27517,27517,30037
AT,6,11,PORController,OM,,,,,,,
AT,6,11,PORGeneralizedController,OM,,,,,,,
AT,6,12,MonolithicController,OM,,,,,,,
AT,6,12,DirectedController,OK,375274,3328.0,20381,20381,27517,27517,29826
AT,6,12,PORController,OM,,,,,,,
AT,6,12,PORGeneralizedController,OM,,,,,,,
AT,6,13,MonolithicController,OM,,,,,,,
AT,6,13,DirectedController,OK,412243,3399.68,20381,20381,27517,27517,30807
AT,6,13,PORController,OM,,,,,,,
AT,6,13,PORGeneralizedController,OM,,,,,,,
AT,6,14,MonolithicController,OM,,,,,,,
AT,6,14,DirectedController,OM,,,,,,,
AT,6,14,PORController,OM,,,,,,,
AT,6,14,PORGeneralizedController,OM,,,,,,,
AT,6,15,MonolithicController,OM,,,,,,,
AT,6,15,DirectedController,OM,,,,,,,
AT,6,15,PORController,OM,,,,,,,
AT,6,15,PORGeneralizedController,OM,,,,,,,
AT,7,11,MonolithicController,OM,,,,,,,
AT,7,11,DirectedController,OM,,,,,,,
AT,7,11,PORController,OM,,,,,,,
AT,7,11,PORGeneralizedController,OM,,,,,,,
AT,7,12,MonolithicController,OM,,,,,,,
AT,7,12,DirectedController,OM,,,,,,,
AT,7,12,PORController,OM,,,,,,,
AT,7,12,PORGeneralizedController,OM,,,,,,,
AT,7,13,MonolithicController,OM,,,,,,,
AT,7,13,DirectedController,OM,,,,,,,
AT,7,13,PORController,OM,,,,,,,
AT,7,13,PORGeneralizedController,OM,,,,,,,
AT,7,14,MonolithicController,OM,,,,,,,
AT,7,14,DirectedController,OM,,,,,,,
AT,7,14,PORController,OM,,,,,,,
AT,7,14,PORGeneralizedController,OM,,,,,,,
AT,7,15,MonolithicController,OM,,,,,,,
AT,7,15,DirectedController,OM,,,,,,,
AT,7,15,PORController,OM,,,,,,,
AT,7,15,PORGeneralizedController,OM,,,,,,,
AT,8,11,MonolithicController,OM,,,,,,,
AT,8,11,DirectedController,OM,,,,,,,
AT,8,11,PORController,OM,,,,,,,
AT,8,11,PORGeneralizedController,OM,,,,,,,
AT,8,12,MonolithicController,OM,,,,,,,
AT,8,12,DirectedController,OM,,,,,,,
AT,8,12,PORController,OM,,,,,,,
AT,8,12,PORGeneralizedController,OM,,,,,,,
AT,8,13,MonolithicController,OM,,,,,,,
AT,8,13,DirectedController,OM,,,,,,,
AT,8,13,PORController,OM,,,,,,,
AT,8,13,PORGeneralizedController,OM,,,,,,,
AT,8,14,MonolithicController,OM,,,,,,,
AT,8,14,DirectedController,OM,,,,,,,
AT,8,14,PORController,OM,,,,,,,
AT,8,14,PORGeneralizedController,OM,,,,,,,
AT,8,15,MonolithicController,OM,,,,,,,
AT,8,15,DirectedController,OM,,,,,,,
AT,8,15,PORController,OM,,,,,,,
AT,8,15,PORGeneralizedController,OM,,,,,,,
AT,9,11,MonolithicController,OM,,,,,,,
AT,9,11,DirectedController,OM,,,,,,,
AT,9,11,PORController,OM,,,,,,,
AT,9,11,PORGeneralizedController,OM,,,,,,,
AT,9,12,MonolithicController,OM,,,,,,,
AT,9,12,DirectedController,OM,,,,,,,
AT,9,12,PORController,OM,,,,,,,
AT,9,12,PORGeneralizedController,OM,,,,,,,
AT,9,13,MonolithicController,OM,,,,,,,
AT,9,13,DirectedController,OM,,,,,,,
AT,9,13,PORController,OM,,,,,,,
AT,9,13,PORGeneralizedController,OM,,,,,,,
AT,9,14,MonolithicController,OM,,,,,,,
AT,9,14,DirectedController,OM,,,,,,,
AT,9,14,PORController,OM,,,,,,,
AT,9,14,PORGeneralizedController,OM,,,,,,,
AT,9,15,MonolithicController,OM,,,,,,,
AT,9,15,DirectedController,OM,,,,,,,
AT,9,15,PORController,OM,,,,,,,
AT,9,15,PORGeneralizedController,OM,,,,,,,
AT,10,11,MonolithicController,OM,,,,,,,
AT,10,11,DirectedController,OM,,,,,,,
AT,10,11,PORController,OM,,,,,,,
AT,10,11,PORGeneralizedController,OM,,,,,,,
AT,10,12,MonolithicController,OM,,,,,,,
AT,10,12,DirectedController,OM,,,,,,,
AT,10,12,PORController,OM,,,,,,,
AT,10,12,PORGeneralizedController,OM,,,,,,,
AT,10,13,MonolithicController,OM,,,,,,,
AT,10,13,DirectedController,OM,,,,,,,
AT,10,13,PORController,OM,,,,,,,
AT,10,13,PORGeneralizedController,OM,,,,,,,
AT,10,14,MonolithicController,OM,,,,,,,
AT,10,14,DirectedController,OM,,,,,,,
AT,10,14,PORController,OM,,,,,,,
AT,10,14,PORGeneralizedController,OM,,,,,,,
AT,10,15,MonolithicController,OM,,,,,,,
AT,10,15,DirectedController,OM,,,,,,,
AT,10,15,PORController,OM,,,,,,,
AT,10,15,PORGeneralizedController,OM,,,,,,,
AT,11,1,MonolithicController,OM,,,,,,,
AT,11,1,DirectedController,OM,,,,,,,
AT,11,1,PORController,TO,,,,,,,
AT,11,1,PORGeneralizedController,OK,286,0.0,233,0,1422,0,0
AT,11,2,MonolithicController,OM,,,,,,,
AT,11,2,DirectedController,OM,,,,,,,
AT,11,2,PORController,OM,,,,,,,
AT,11,2,PORGeneralizedController,OM,,,,,,,
AT,11,3,MonolithicController,OM,,,,,,,
AT,11,3,DirectedController,OM,,,,,,,
AT,11,3,PORController,OM,,,,,,,
AT,11,3,PORGeneralizedController,OM,,,,,,,
AT,11,4,MonolithicController,OM,,,,,,,
AT,11,4,DirectedController,OM,,,,,,,
AT,11,4,PORController,OM,,,,,,,
AT,11,4,PORGeneralizedController,OM,,,,,,,
AT,11,5,MonolithicController,OM,,,,,,,
AT,11,5,DirectedController,OM,,,,,,,
AT,11,5,PORController,OM,,,,,,,
AT,11,5,PORGeneralizedController,OM,,,,,,,
AT,11,6,MonolithicController,OM,,,,,,,
AT,11,6,DirectedController,OM,,,,,,,
AT,11,6,PORController,OM,,,,,,,
AT,11,6,PORGeneralizedController,OM,,,,,,,
AT,11,7,MonolithicController,OM,,,,,,,
AT,11,7,DirectedController,OM,,,,,,,
AT,11,7,PORController,OM,,,,,,,
AT,11,7,PORGeneralizedController,OM,,,,,,,
AT,11,8,MonolithicController,OM,,,,,,,
AT,11,8,DirectedController,OM,,,,,,,
AT,11,8,PORController,OM,,,,,,,
AT,11,8,PORGeneralizedController,OM,,,,,,,
AT,11,9,MonolithicController,OM,,,,,,,
AT,11,9,DirectedController,OM,,,,,,,
AT,11,9,PORController,OM,,,,,,,
AT,11,9,PORGeneralizedController,OM,,,,,,,
AT,11,10,MonolithicController,OM,,,,,,,
AT,11,10,DirectedController,OM,,,,,,,
AT,11,10,PORController,OM,,,,,,,
AT,11,10,PORGeneralizedController,OM,,,,,,,
AT,11,11,MonolithicController,OM,,,,,,,
AT,11,11,DirectedController,OM,,,,,,,
AT,11,11,PORController,OM,,,,,,,
AT,11,11,PORGeneralizedController,OM,,,,,,,
AT,11,12,MonolithicController,OM,,,,,,,
AT,11,12,DirectedController,OM,,,,,,,
AT,11,12,PORController,OM,,,,,,,
AT,11,12,PORGeneralizedController,OM,,,,,,,
AT,11,13,MonolithicController,OM,,,,,,,
AT,11,13,DirectedController,OM,,,,,,,
AT,11,13,PORController,OM,,,,,,,
AT,11,13,PORGeneralizedController,OM,,,,,,,
AT,11,14,MonolithicController,OM,,,,,,,
AT,11,14,DirectedController,OM,,,,,,,
AT,11,14,PORController,OM,,,,,,,
AT,11,14,PORGeneralizedController,OM,,,,,,,
AT,11,15,MonolithicController,OM,,,,,,,
AT,11,15,DirectedController,OM,,,,,,,
AT,11,15,PORController,OM,,,,,,,
AT,11,15,PORGeneralizedController,OM,,,,,,,
AT,12,1,MonolithicController,OM,,,,,,,
AT,12,1,DirectedController,OM,,,,,,,
AT,12,1,PORController,OM,,,,,,,
AT,12,1,PORGeneralizedController,OM,,,,,,,
AT,12,2,MonolithicController,OM,,,,,,,
AT,12,2,DirectedController,OM,,,,,,,
AT,12,2,PORController,OM,,,,,,,
AT,12,2,PORGeneralizedController,OM,,,,,,,
AT,12,3,MonolithicController,OM,,,,,,,
AT,12,3,DirectedController,OM,,,,,,,
AT,12,3,PORController,OM,,,,,,,
AT,12,3,PORGeneralizedController,OM,,,,,,,
AT,12,4,MonolithicController,OM,,,,,,,
AT,12,4,DirectedController,OM,,,,,,,
AT,12,4,PORController,OM,,,,,,,
AT,12,4,PORGeneralizedController,OM,,,,,,,
AT,12,5,MonolithicController,OM,,,,,,,
AT,12,5,DirectedController,OM,,,,,,,
AT,12,5,PORController,OM,,,,,,,
AT,12,5,PORGeneralizedController,OM,,,,,,,
AT,12,6,MonolithicController,OM,,,,,,,
AT,12,6,DirectedController,OM,,,,,,,
AT,12,6,PORController,OM,,,,,,,
AT,12,6,PORGeneralizedController,OM,,,,,,,
AT,12,7,MonolithicController,OM,,,,,,,
AT,12,7,DirectedController,OM,,,,,,,
AT,12,7,PORController,OM,,,,,,,
AT,12,7,PORGeneralizedController,OM,,,,,,,
AT,12,8,MonolithicController,OM,,,,,,,
AT,12,8,DirectedController,OM,,,,,,,
AT,12,8,PORController,OM,,,,,,,
AT,12,8,PORGeneralizedController,OM,,,,,,,
AT,12,9,MonolithicController,OM,,,,,,,
AT,12,9,DirectedController,OM,,,,,,,
AT,12,9,PORController,OM,,,,,,,
AT,12,9,PORGeneralizedController,OM,,,,,,,
AT,12,10,MonolithicController,OM,,,,,,,
AT,12,10,DirectedController,OM,,,,,,,
AT,12,10,PORController,OM,,,,,,,
AT,12,10,PORGeneralizedController,OM,,,,,,,
AT,12,11,MonolithicController,OM,,,,,,,
AT,12,11,DirectedController,OM,,,,,,,
AT,12,11,PORController,OM,,,,,,,
AT,12,11,PORGeneralizedController,OM,,,,,,,
AT,12,12,MonolithicController,OM,,,,,,,
AT,12,12,DirectedController,OM,,,,,,,
AT,12,12,PORController,OM,,,,,,,
AT,12,12,PORGeneralizedController,OM,,,,,,,
AT,12,13,MonolithicController,OM,,,,,,,
AT,12,13,DirectedController,OM,,,,,,,
AT,12,13,PORController,OM,,,,,,,
AT,12,13,PORGeneralizedController,OM,,,,,,,
AT,12,14,MonolithicController,OM,,,,,,,
AT,12,14,DirectedController,OM,,,,,,,
AT,12,14,PORController,OM,,,,,,,
AT,12,14,PORGeneralizedController,OM,,,,,,,
AT,12,15,MonolithicController,OM,,,,,,,
AT,12,15,DirectedController,OM,,,,,,,
AT,12,15,PORController,OM,,,,,,,
AT,12,15,PORGeneralizedController,OM,,,,,,,
AT,13,1,MonolithicController,OM,,,,,,,
AT,13,1,DirectedController,OM,,,,,,,
AT,13,1,PORController,OM,,,,,,,
AT,13,1,PORGeneralizedController,OM,,,,,,,
AT,13,2,MonolithicController,OM,,,,,,,
AT,13,2,DirectedController,OM,,,,,,,
AT,13,2,PORController,OM,,,,,,,
AT,13,2,PORGeneralizedController,OM,,,,,,,
AT,13,3,MonolithicController,OM,,,,,,,
AT,13,3,DirectedController,OM,,,,,,,
AT,13,3,PORController,OM,,,,,,,
AT,13,3,PORGeneralizedController,OM,,,,,,,
AT,13,4,MonolithicController,OM,,,,,,,
AT,13,4,DirectedController,OM,,,,,,,
AT,13,4,PORController,OM,,,,,,,
AT,13,4,PORGeneralizedController,OM,,,,,,,
AT,13,5,MonolithicController,OM,,,,,,,
AT,13,5,DirectedController,OM,,,,,,,
AT,13,5,PORController,OM,,,,,,,
AT,13,5,PORGeneralizedController,OM,,,,,,,
AT,13,6,MonolithicController,OM,,,,,,,
AT,13,6,DirectedController,OM,,,,,,,
AT,13,6,PORController,OM,,,,,,,
AT,13,6,PORGeneralizedController,OM,,,,,,,
AT,13,7,MonolithicController,OM,,,,,,,
AT,13,7,DirectedController,OM,,,,,,,
AT,13,7,PORController,OM,,,,,,,
AT,13,7,PORGeneralizedController,OM,,,,,,,
AT,13,8,MonolithicController,OM,,,,,,,
AT,13,8,DirectedController,OM,,,,,,,
AT,13,8,PORController,OM,,,,,,,
AT,13,8,PORGeneralizedController,OM,,,,,,,
AT,13,9,MonolithicController,OM,,,,,,,
AT,13,9,DirectedController,OM,,,,,,,
AT,13,9,PORController,OM,,,,,,,
AT,13,9,PORGeneralizedController,OM,,,,,,,
AT,13,10,MonolithicController,OM,,,,,,,
AT,13,10,DirectedController,OM,,,,,,,
AT,13,10,PORController,OM,,,,,,,
AT,13,10,PORGeneralizedController,OM,,,,,,,
AT,13,11,MonolithicController,OM,,,,,,,
AT,13,11,DirectedController,OM,,,,,,,
AT,13,11,PORController,OM,,,,,,,
AT,13,11,PORGeneralizedController,OM,,,,,,,
AT,13,12,MonolithicController,OM,,,,,,,
AT,13,12,DirectedController,OM,,,,,,,
AT,13,12,PORController,OM,,,,,,,
AT,13,12,PORGeneralizedController,OM,,,,,,,
AT,13,13,MonolithicController,OM,,,,,,,
AT,13,13,DirectedController,OM,,,,,,,
AT,13,13,PORController,OM,,,,,,,
AT,13,13,PORGeneralizedController,OM,,,,,,,
AT,13,14,MonolithicController,OM,,,,,,,
AT,13,14,DirectedController,OM,,,,,,,
AT,13,14,PORController,OM,,,,,,,
AT,13,14,PORGeneralizedController,OM,,,,,,,
AT,13,15,MonolithicController,OM,,,,,,,
AT,13,15,DirectedController,OM,,,,,,,
AT,13,15,PORController,OM,,,,,,,
AT,13,15,PORGeneralizedController,OM,,,,,,,
AT,14,1,MonolithicController,OM,,,,,,,
AT,14,1,DirectedController,OM,,,,,,,
AT,14,1,PORController,OM,,,,,,,
AT,14,1,PORGeneralizedController,OM,,,,,,,
AT,14,2,MonolithicController,OM,,,,,,,
AT,14,2,DirectedController,OM,,,,,,,
AT,14,2,PORController,OM,,,,,,,
AT,14,2,PORGeneralizedController,OM,,,,,,,
AT,14,3,MonolithicController,OM,,,,,,,
AT,14,3,DirectedController,OM,,,,,,,
AT,14,3,PORController,OM,,,,,,,
AT,14,3,PORGeneralizedController,OM,,,,,,,
AT,14,4,MonolithicController,OM,,,,,,,
AT,14,4,DirectedController,OM,,,,,,,
AT,14,4,PORController,OM,,,,,,,
AT,14,4,PORGeneralizedController,OM,,,,,,,
AT,14,5,MonolithicController,OM,,,,,,,
AT,14,5,DirectedController,OM,,,,,,,
AT,14,5,PORController,OM,,,,,,,
AT,14,5,PORGeneralizedController,OM,,,,,,,
AT,14,6,MonolithicController,OM,,,,,,,
AT,14,6,DirectedController,OM,,,,,,,
AT,14,6,PORController,OM,,,,,,,
AT,14,6,PORGeneralizedController,OM,,,,,,,
AT,14,7,MonolithicController,OM,,,,,,,
AT,14,7,DirectedController,OM,,,,,,,
AT,14,7,PORController,OM,,,,,,,
AT,14,7,PORGeneralizedController,OM,,,,,,,
AT,14,8,MonolithicController,OM,,,,,,,
AT,14,8,DirectedController,OM,,,,,,,
AT,14,8,PORController,OM,,,,,,,
AT,14,8,PORGeneralizedController,OM,,,,,,,
AT,14,9,MonolithicController,OM,,,,,,,
AT,14,9,DirectedController,OM,,,,,,,
AT,14,9,PORController,OM,,,,,,,
AT,14,9,PORGeneralizedController,OM,,,,,,,
AT,14,10,MonolithicController,OM,,,,,,,
AT,14,10,DirectedController,OM,,,,,,,
AT,14,10,PORController,OM,,,,,,,
AT,14,10,PORGeneralizedController,OM,,,,,,,
AT,14,11,MonolithicController,OM,,,,,,,
AT,14,11,DirectedController,OM,,,,,,,
AT,14,11,PORController,OM,,,,,,,
AT,14,11,PORGeneralizedController,OM,,,,,,,
AT,14,12,MonolithicController,OM,,,,,,,
AT,14,12,DirectedController,OM,,,,,,,
AT,14,12,PORController,OM,,,,,,,
AT,14,12,PORGeneralizedController,OM,,,,,,,
AT,14,13,MonolithicController,OM,,,,,,,
AT,14,13,DirectedController,OM,,,,,,,
AT,14,13,PORController,OM,,,,,,,
AT,14,13,PORGeneralizedController,OM,,,,,,,
AT,14,14,MonolithicController,OM,,,,,,,
AT,14,14,DirectedController,OM,,,,,,,
AT,14,14,PORController,OM,,,,,,,
AT,14,14,PORGeneralizedController,OM,,,,,,,
AT,14,15,MonolithicController,OM,,,,,,,
AT,14,15,DirectedController,OM,,,,,,,
AT,14,15,PORController,OM,,,,,,,
AT,14,15,PORGeneralizedController,OM,,,,,,,
AT,15,1,MonolithicController,OM,,,,,,,
AT,15,1,DirectedController,OM,,,,,,,
AT,15,1,PORController,OM,,,,,,,
AT,15,1,PORGeneralizedController,OM,,,,,,,
AT,15,2,MonolithicController,OM,,,,,,,
AT,15,2,DirectedController,OM,,,,,,,
AT,15,2,PORController,OM,,,,,,,
AT,15,2,PORGeneralizedController,OM,,,,,,,
AT,15,3,MonolithicController,OM,,,,,,,
AT,15,3,DirectedController,OM,,,,,,,
AT,15,3,PORController,OM,,,,,,,
AT,15,3,PORGeneralizedController,OM,,,,,,,
AT,15,4,MonolithicController,OM,,,,,,,
AT,15,4,DirectedController,OM,,,,,,,
AT,15,4,PORController,OM,,,,,,,
AT,15,4,PORGeneralizedController,OM,,,,,,,
AT,15,5,MonolithicController,OM,,,,,,,
AT,15,5,DirectedController,OM,,,,,,,
AT,15,5,PORController,OM,,,,,,,
AT,15,5,PORGeneralizedController,OM,,,,,,,
AT,15,6,MonolithicController,OM,,,,,,,
AT,15,6,DirectedController,OM,,,,,,,
AT,15,6,PORController,OM,,,,,,,
AT,15,6,PORGeneralizedController,OM,,,,,,,
AT,15,7,MonolithicController,OM,,,,,,,
AT,15,7,DirectedController,OM,,,,,,,
AT,15,7,PORController,OM,,,,,,,
AT,15,7,PORGeneralizedController,OM,,,,,,,
AT,15,8,MonolithicController,OM,,,,,,,
AT,15,8,DirectedController,OM,,,,,,,
AT,15,8,PORController,OM,,,,,,,
AT,15,8,PORGeneralizedController,OM,,,,,,,
AT,15,9,MonolithicController,OM,,,,,,,
AT,15,9,DirectedController,OM,,,,,,,
AT,15,9,PORController,OM,,,,,,,
AT,15,9,PORGeneralizedController,OM,,,,,,,
AT,15,10,MonolithicController,OM,,,,,,,
AT,15,10,DirectedController,OM,,,,,,,
AT,15,10,PORController,OM,,,,,,,
AT,15,10,PORGeneralizedController,OM,,,,,,,
AT,15,11,MonolithicController,OM,,,,,,,
AT,15,11,DirectedController,OM,,,,,,,
AT,15,11,PORController,OM,,,,,,,
AT,15,11,PORGeneralizedController,OM,,,,,,,
AT,15,12,MonolithicController,OM,,,,,,,
AT,15,12,DirectedController,OM,,,,,,,
AT,15,12,PORController,OM,,,,,,,
AT,15,12,PORGeneralizedController,OM,,,,,,,
AT,15,13,MonolithicController,OM,,,,,,,
AT,15,13,DirectedController,OM,,,,,,,
AT,15,13,PORController,OM,,,,,,,
AT,15,13,PORGeneralizedController,OM,,,,,,,
AT,15,14,MonolithicController,OM,,,,,,,
AT,15,14,DirectedController,OM,,,,,,,
AT,15,14,PORController,OM,,,,,,,
AT,15,14,PORGeneralizedController,OM,,,,,,,
AT,15,15,MonolithicController,OM,,,,,,,
AT,15,15,DirectedController,OM,,,,,,,
AT,15,15,PORController,OM,,,,,,,
AT,15,15,PORGeneralizedController,OM,,,,,,,
CM,1,2,PORGeneralizedController,OK,54,12.95,97,33,157,42,0
CM,1,3,MonolithicController,OK,16,12.61,187,107,334,139,0
CM,1,3,DirectedController,OK,174,14.1,53,53,69,69,39
CM,1,3,PORController,OK,65,18.54,191,53,327,69,0
CM,1,3,PORGeneralizedController,OK,75,16.07,191,53,327,69,0
CM,1,4,MonolithicController,OK,32,15.54,311,173,570,229,0
CM,1,4,DirectedController,OK,257,31.83,95,77,130,102,59
CM,1,4,PORController,OK,86,21.1,317,77,561,102,0
CM,1,4,PORGeneralizedController,OK,101,20.68,317,77,561,102,0
CM,1,5,MonolithicController,OK,50,19.94,467,255,870,343,0
CM,1,5,DirectedController,OK,343,52.62,105,105,141,141,101
CM,1,5,PORController,OK,105,14.01,475,105,859,141,0
CM,1,5,PORGeneralizedController,OK,133,15.94,475,105,859,141,0
CM,1,6,MonolithicController,OK,69,14.75,655,353,1234,481,0
CM,1,6,DirectedController,OK,580,16.06,171,137,238,186,175
CM,1,6,PORController,OK,144,20.45,665,137,1221,186,0
CM,1,6,PORGeneralizedController,OK,169,15.99,665,137,1221,186,0
CM,1,7,MonolithicController,OK,103,14.07,875,467,1662,643,0
CM,1,7,DirectedController,OK,845,90.72,247,173,373,237,284
CM,1,7,PORController,OK,174,28.75,887,173,1647,237,0
CM,1,7,PORGeneralizedController,OK,214,16.54,887,173,1647,237,0
CM,1,8,MonolithicController,OK,144,16.75,1127,597,2154,829,0
CM,1,8,DirectedController,OK,1032,74.8,213,213,294,294,340
CM,1,8,PORController,OK,223,39.4,1141,213,2137,294,0
CM,1,8,PORGeneralizedController,OK,266,19.58,1141,213,2137,294,0
CM,1,9,MonolithicController,OK,161,20.72,1411,743,2710,1039,0
CM,1,9,DirectedController,OK,1902,133.89,467,257,777,357,548
CM,1,9,PORController,OK,288,51.32,1427,257,2691,357,0
CM,1,9,PORGeneralizedController,OK,330,37.24,1427,257,2691,357,0
CM,1,10,MonolithicController,OK,224,31.75,1727,905,3330,1273,0
CM,1,10,DirectedController,OK,1978,141.51,371,305,526,426,709
CM,1,10,PORController,OK,438,67.08,1745,305,3309,426,0
CM,1,10,PORGeneralizedController,OK,410,58.54,1745,305,3309,426,0
CM,1,11,MonolithicController,OK,326,55.18,2075,1083,4014,1531,0
CM,1,11,DirectedController,OK,2487,196.13,559,357,883,501,923
CM,1,11,PORController,OK,456,84.6,2095,357,3991,501,0
CM,1,11,PORGeneralizedController,OK,545,78.23,2095,357,3991,501,0
CM,1,12,MonolithicController,OK,320,80.12,2455,1277,4762,1813,0
CM,1,12,DirectedController,OK,3840,64.91,825,413,1439,582,1213
CM,1,12,PORController,OK,569,24.31,2477,413,4737,582,0
CM,1,12,PORGeneralizedController,OK,759,52.52,2477,413,4737,582,0
CM,1,13,MonolithicController,OK,427,54.56,2867,1487,5574,2119,0
CM,1,13,DirectedController,OK,3209,112.21,473,473,669,669,1485
CM,1,13,PORController,OK,612,53.28,2891,473,5547,669,0
CM,1,13,PORGeneralizedController,OK,742,19.06,2891,473,5547,669,0
CM,1,14,MonolithicController,OK,462,54.61,3311,1713,6450,2449,0
CM,1,14,DirectedController,OK,3985,275.42,635,537,916,762,1702
CM,1,14,PORController,OK,916,68.0,3337,537,6421,762,0
