problema,n,k,algoritmo,status,synthesis_time_ms,max_memory_mb,expanded_states,used_states,expanded_transitions,used_transitions,heuristic_time_ms
CM,10,14,PORGeneralizedController,OM,,,,,,,
CM,10,15,MonolithicController,OM,,,,,,,
CM,10,15,DirectedController,TO,,,,,,,
CM,10,15,PORController,OM,,,,,,,
CM,10,15,PORGeneralizedController,OM,,,,,,,
CM,11,1,MonolithicController,OM,,,,,,,
CM,11,1,DirectedController,TO,,,,,,,
CM,11,1,PORController,OM,,,,,,,
CM,11,1,PORGeneralizedController,OM,,,,,,,
CM,11,2,MonolithicController,OM,,,,,,,
CM,11,2,DirectedController,TO,,,,,,,
CM,11,2,PORController,OM,,,,,,,
CM,11,2,PORGeneralizedController,OM,,,,,,,
CM,11,3,MonolithicController,OM,,,,,,,
CM,11,3,DirectedController,TO,,,,,,,
CM,11,3,PORController,OM,,,,,,,
CM,11,3,PORGeneralizedController,OM,,,,,,,
CM,11,4,MonolithicController,OM,,,,,,,
CM,11,4,DirectedController,TO,,,,,,,
CM,11,4,PORController,OM,,,,,,,
CM,11,4,PORGeneralizedController,OM,,,,,,,
CM,11,5,MonolithicController,OM,,,,,,,
CM,11,5,DirectedController,TO,,,,,,,
CM,11,5,PORController,OM,,,,,,,
CM,11,5,PORGeneralizedController,OM,,,,,,,
CM,11,6,MonolithicController,OM,,,,,,,
CM,11,6,DirectedController,TO,,,,,,,
CM,11,6,PORController,OM,,,,,,,
CM,11,6,PORGeneralizedController,OM,,,,,,,
CM,11,7,MonolithicController,OM,,,,,,,
CM,11,7,DirectedController,TO,,,,,,,
CM,11,7,PORController,OM,,,,,,,
CM,11,7,PORGeneralizedController,OM,,,,,,,
CM,11,8,MonolithicController,OM,,,,,,,
CM,11,8,DirectedController,TO,,,,,,,
CM,11,8,PORController,OM,,,,,,,
CM,11,8,PORGeneralizedController,OM,,,,,,,
CM,11,9,MonolithicController,OM,,,,,,,
CM,11,9,DirectedController,TO,,,,,,,
CM,11,9,PORController,OM,,,,,,,
CM,11,9,PORGeneralizedController,OM,,,,,,,
CM,11,10,MonolithicController,OM,,,,,,,
CM,11,10,DirectedController,TO,,,,,,,
CM,11,10,PORController,OM,,,,,,,
CM,11,10,PORGeneralizedController,OM,,,,,,,
CM,11,11,MonolithicController,OM,,,,,,,
CM,11,11,DirectedController,TO,,,,,,,
CM,11,11,PORController,OM,,,,,,,
CM,11,11,PORGeneralizedController,OM,,,,,,,
CM,11,12,MonolithicController,OM,,,,,,,
CM,11,12,DirectedController,TO,,,,,,,
CM,11,12,PORController,OM,,,,,,,
CM,11,12,PORGeneralizedController,OM,,,,,,,
CM,11,13,MonolithicController,OM,,,,,,,
CM,11,13,DirectedController,TO,,,,,,,
CM,11,13,PORController,OM,,,,,,,
CM,11,13,PORGeneralizedController,OM,,,,,,,
CM,11,14,MonolithicController,OM,,,,,,,
CM,11,14,DirectedController,OM,,,,,,,
CM,11,14,PORController,OM,,,,,,,
CM,11,14,PORGeneralizedController,OM,,,,,,,
CM,11,15,MonolithicController,OM,,,,,,,
CM,11,15,DirectedController,OM,,,,,,,
CM,11,15,PORController,OM,,,,,,,
CM,11,15,PORGeneralizedController,OM,,,,,,,
CM,12,1,MonolithicController,OM,,,,,,,
CM,12,1,DirectedController,TO,,,,,,,
CM,12,1,PORController,OM,,,,,,,
CM,12,1,PORGeneralizedController,OM,,,,,,,
CM,12,2,MonolithicController,OM,,,,,,,
CM,12,2,DirectedController,TO,,,,,,,
CM,12,2,PORController,OM,,,,,,,
CM,12,2,PORGeneralizedController,OM,,,,,,,
CM,12,3,MonolithicController,OM,,,,,,,
CM,12,3,DirectedController,TO,,,,,,,
CM,12,3,PORController,OM,,,,,,,
CM,12,3,PORGeneralizedController,OM,,,,,,,
CM,12,4,MonolithicController,OM,,,,,,,
CM,12,4,DirectedController,TO,,,,,,,
CM,12,4,PORController,OM,,,,,,,
CM,12,4,PORGeneralizedController,OM,,,,,,,
CM,12,5,MonolithicController,OM,,,,,,,
CM,12,5,DirectedController,TO,,,,,,,
CM,12,5,PORController,OM,,,,,,,
CM,12,5,PORGeneralizedController,OM,,,,,,,
CM,12,6,MonolithicController,OM,,,,,,,
CM,12,6,DirectedController,TO,,,,,,,
CM,12,6,PORController,OM,,,,,,,
CM,12,6,PORGeneralizedController,OM,,,,,,,
CM,12,7,MonolithicController,OM,,,,,,,
CM,12,7,DirectedController,TO,,,,,,,
CM,12,7,PORController,OM,,,,,,,
CM,12,7,PORGeneralizedController,OM,,,,,,,
CM,12,8,MonolithicController,OM,,,,,,,
CM,12,8,DirectedController,TO,,,,,,,
CM,12,8,PORController,OM,,,,,,,
CM,12,8,PORGeneralizedController,OM,,,,,,,
CM,12,9,MonolithicController,OM,,,,,,,
CM,12,9,DirectedController,TO,,,,,,,
CM,12,9,PORController,OM,,,,,,,
CM,12,9,PORGeneralizedController,OM,,,,,,,
CM,12,10,MonolithicController,OM,,,,,,,
CM,12,10,DirectedController,TO,,,,,,,
CM,12,10,PORController,OM,,,,,,,
CM,12,10,PORGeneralizedController,OM,,,,,,,
CM,12,11,MonolithicController,OM,,,,,,,
CM,12,11,DirectedController,TO,,,,,,,
CM,12,11,PORController,OM,,,,,,,
CM,12,11,PORGeneralizedController,OM,,,,,,,
CM,12,12,MonolithicController,OM,,,,,,,
CM,12,12,DirectedController,TO,,,,,,,
CM,12,12,PORController,OM,,,,,,,
CM,12,12,PORGeneralizedController,OM,,,,,,,
CM,12,13,MonolithicController,OM,,,,,,,
CM,12,13,DirectedController,OM,,,,,,,
CM,12,13,PORController,OM,,,,,,,
CM,12,13,PORGeneralizedController,OM,,,,,,,
CM,12,14,MonolithicController,OM,,,,,,,
CM,12,14,DirectedController,OM,,,,,,,
CM,12,14,PORController,OM,,,,,,,
CM,12,14,PORGeneralizedController,OM,,,,,,,
CM,12,15,MonolithicController,OM,,,,,,,
CM,12,15,DirectedController,OM,,,,,,,
CM,12,15,PORController,OM,,,,,,,
CM,12,15,PORGeneralizedController,OM,,,,,,,
CM,13,1,MonolithicController,OM,,,,,,,
CM,13,1,DirectedController,TO,,,,,,,
CM,13,1,PORController,OM,,,,,,,
CM,13,1,PORGeneralizedController,OM,,,,,,,
CM,13,2,MonolithicController,OM,,,,,,,
CM,13,2,DirectedController,TO,,,,,,,
CM,13,2,PORController,OM,,,,,,,
CM,13,2,PORGeneralizedController,OM,,,,,,,
CM,13,3,MonolithicController,OM,,,,,,,
CM,13,3,DirectedController,TO,,,,,,,
CM,13,3,PORController,OM,,,,,,,
CM,13,3,PORGeneralizedController,OM,,,,,,,
CM,13,4,MonolithicController,OM,,,,,,,
CM,13,4,DirectedController,TO,,,,,,,
CM,13,4,PORController,OM,,,,,,,
CM,13,4,PORGeneralizedController,OM,,,,,,,
CM,13,5,MonolithicController,OM,,,,,,,
CM,13,5,DirectedController,TO,,,,,,,
CM,13,5,PORController,OM,,,,,,,
CM,13,5,PORGeneralizedController,OM,,,,,,,
CM,13,6,MonolithicController,OM,,,,,,,
CM,13,6,DirectedController,TO,,,,,,,
CM,13,6,PORController,OM,,,,,,,
CM,13,6,PORGeneralizedController,OM,,,,,,,
CM,13,7,MonolithicController,OM,,,,,,,
CM,13,7,DirectedController,TO,,,,,,,
CM,13,7,PORController,OM,,,,,,,
CM,13,7,PORGeneralizedController,OM,,,,,,,
CM,13,8,MonolithicController,OM,,,,,,,
CM,13,8,DirectedController,TO,,,,,,,
CM,13,8,PORController,OM,,,,,,,
CM,13,8,PORGeneralizedController,OM,,,,,,,
CM,13,9,MonolithicController,OM,,,,,,,
CM,13,9,DirectedController,TO,,,,,,,
CM,13,9,PORController,OM,,,,,,,
CM,13,9,PORGeneralizedController,OM,,,,,,,
CM,13,10,MonolithicController,OM,,,,,,,
CM,13,10,DirectedController,TO,,,,,,,
CM,13,10,PORController,OM,,,,,,,
CM,13,10,PORGeneralizedController,OM,,,,,,,
CM,13,11,MonolithicController,OM,,,,,,,
CM,13,11,DirectedController,TO,,,,,,,
CM,13,11,PORController,OM,,,,,,,
CM,13,11,PORGeneralizedController,OM,,,,,,,
CM,13,12,MonolithicController,OM,,,,,,,
CM,13,12,DirectedController,OM,,,,,,,
CM,13,12,PORController,OM,,,,,,,
CM,13,12,PORGeneralizedController,OM,,,,,,,
CM,13,13,MonolithicController,OM,,,,,,,
CM,13,13,DirectedController,OM,,,,,,,
CM,13,13,PORController,OM,,,,,,,
CM,13,13,PORGeneralizedController,OM,,,,,,,
CM,13,14,MonolithicController,OM,,,,,,,
CM,13,14,DirectedController,OM,,,,,,,
CM,13,14,PORController,OM,,,,,,,
CM,13,14,PORGeneralizedController,OM,,,,,,,
CM,13,15,MonolithicController,OM,,,,,,,
CM,13,15,DirectedController,OM,,,,,,,
CM,13,15,PORController,OM,,,,,,,
CM,13,15,PORGeneralizedController,OM,,,,,,,
CM,14,1,MonolithicController,OM,,,,,,,
CM,14,1,DirectedController,TO,,,,,,,
CM,14,1,PORController,OM,,,,,,,
CM,14,1,PORGeneralizedController,OM,,,,,,,
CM,14,2,MonolithicController,OM,,,,,,,
CM,14,2,DirectedController,TO,,,,,,,
CM,14,2,PORController,OM,,,,,,,
CM,14,2,PORGeneralizedController,OM,,,,,,,
CM,14,3,MonolithicController,OM,,,,,,,
CM,14,3,DirectedController,TO,,,,,,,
CM,14,3,PORController,OM,,,,,,,
CM,14,3,PORGeneralizedController,OM,,,,,,,
CM,14,4,MonolithicController,OM,,,,,,,
CM,14,4,DirectedController,TO,,,,,,,
CM,14,4,PORController,OM,,,,,,,
CM,14,4,PORGeneralizedController,OM,,,,,,,
CM,14,5,MonolithicController,OM,,,,,,,
CM,14,5,DirectedController,TO,,,,,,,
CM,14,5,PORController,OM,,,,,,,
CM,14,5,PORGeneralizedController,OM,,,,,,,
CM,14,6,MonolithicController,OM,,,,,,,
CM,14,6,DirectedController,TO,,,,,,,
CM,14,6,PORController,OM,,,,,,,
CM,14,6,PORGeneralizedController,OM,,,,,,,
CM,14,7,MonolithicController,OM,,,,,,,
CM,14,7,DirectedController,TO,,,,,,,
CM,14,7,PORController,OM,,,,,,,
CM,14,7,PORGeneralizedController,OM,,,,,,,
CM,14,8,MonolithicController,OM,,,,,,,
CM,14,8,DirectedController,TO,,,,,,,
CM,14,8,PORController,OM,,,,,,,
CM,14,8,PORGeneralizedController,OM,,,,,,,
CM,14,9,MonolithicController,OM,,,,,,,
CM,14,9,DirectedController,TO,,,,,,,
CM,14,9,PORController,OM,,,,,,,
CM,14,9,PORGeneralizedController,OM,,,,,,,
CM,14,10,MonolithicController,OM,,,,,,,
CM,14,10,DirectedController,TO,,,,,,,
CM,14,10,PORController,OM,,,,,,,
CM,14,10,PORGeneralizedController,OM,,,,,,,
CM,14,11,MonolithicController,OM,,,,,,,
CM,14,11,DirectedController,OM,,,,,,,
CM,14,11,PORController,OM,,,,,,,
CM,14,11,PORGeneralizedController,OM,,,,,,,
CM,14,12,MonolithicController,OM,,,,,,,
CM,14,12,DirectedController,OM,,,,,,,
CM,14,12,PORController,OM,,,,,,,
CM,14,12,PORGeneralizedController,OM,,,,,,,
CM,14,13,MonolithicController,OM,,,,,,,
CM,14,13,DirectedController,OM,,,,,,,
CM,14,13,PORController,OM,,,,,,,
CM,14,13,PORGeneralizedController,OM,,,,,,,
CM,14,14,MonolithicController,OM,,,,,,,
CM,14,14,DirectedController,OM,,,,,,,
CM,14,14,PORController,OM,,,,,,,
CM,14,14,PORGeneralizedController,OM,,,,,,,
CM,14,15,MonolithicController,OM,,,,,,,
CM,14,15,DirectedController,OM,,,,,,,
CM,14,15,PORController,OM,,,,,,,
CM,14,15,PORGeneralizedController,OM,,,,,,,
CM,15,1,MonolithicController,OM,,,,,,,
CM,15,1,DirectedController,TO,,,,,,,
CM,15,1,PORController,OM,,,,,,,
CM,15,1,PORGeneralizedController,OM,,,,,,,
CM,15,2,MonolithicController,OM,,,,,,,
CM,15,2,DirectedController,OM,,,,,,,
CM,15,2,PORController,OM,,,,,,,
CM,15,2,PORGeneralizedController,OM,,,,,,,
CM,15,3,MonolithicController,OM,,,,,,,
CM,15,3,DirectedController,TO,,,,,,,
CM,15,3,PORController,OM,,,,,,,
CM,15,3,PORGeneralizedController,OM,,,,,,,
CM,15,4,MonolithicController,OM,,,,,,,
CM,15,4,DirectedController,TO,,,,,,,
CM,15,4,PORController,OM,,,,,,,
CM,15,4,PORGeneralizedController,OM,,,,,,,
CM,15,5,MonolithicController,OM,,,,,,,
CM,15,5,DirectedController,TO,,,,,,,
CM,15,5,PORController,OM,,,,,,,
CM,15,5,PORGeneralizedController,OM,,,,,,,
CM,15,6,MonolithicController,OM,,,,,,,
CM,15,6,DirectedController,TO,,,,,,,
CM,15,6,PORController,OM,,,,,,,
CM,15,6,PORGeneralizedController,OM,,,,,,,
CM,15,7,MonolithicController,OM,,,,,,,
CM,15,7,DirectedController,TO,,,,,,,
CM,15,7,PORController,OM,,,,,,,
CM,15,7,PORGeneralizedController,OM,,,,,,,
CM,15,8,MonolithicController,OM,,,,,,,
CM,15,8,DirectedController,TO,,,,,,,
CM,15,8,PORController,OM,,,,,,,
CM,15,8,PORGeneralizedController,OM,,,,,,,
CM,15,9,MonolithicController,OM,,,,,,,
CM,15,9,DirectedController,TO,,,,,,,
CM,15,9,PORController,OM,,,,,,,
CM,15,9,PORGeneralizedController,OM,,,,,,,
CM,15,10,MonolithicController,OM,,,,,,,
CM,15,10,DirectedController,TO,,,,,,,
CM,15,10,PORController,OM,,,,,,,
CM,15,10,PORGeneralizedController,OM,,,,,,,
CM,15,11,MonolithicController,OM,,,,,,,
CM,15,11,DirectedController,OM,,,,,,,
CM,15,11,PORController,OM,,,,,,,
CM,15,11,PORGeneralizedController,OM,,,,,,,
CM,15,12,MonolithicController,OM,,,,,,,
CM,15,12,DirectedController,OM,,,,,,,
CM,15,12,PORController,OM,,,,,,,
CM,15,12,PORGeneralizedController,OM,,,,,,,
CM,15,13,MonolithicController,OM,,,,,,,
CM,15,13,DirectedController,OM,,,,,,,
CM,15,13,PORController,OM,,,,,,,
CM,15,13,PORGeneralizedController,OM,,,,,,,
CM,15,14,MonolithicController,OM,,,,,,,
CM,15,14,DirectedController,OM,,,,,,,
CM,15,14,PORController,OM,,,,,,,
CM,15,14,PORGeneralizedController,OM,,,,,,,
CM,15,15,MonolithicController,OM,,,,,,,
CM,15,15,DirectedController,OM,,,,,,,
CM,15,15,PORController,OM,,,,,,,
CM,15,15,PORGeneralizedController,OM,,,,,,,
BW,1,5,PORController,OK,35,15.41,27,5,43,6,0
BW,1,5,PORGeneralizedController,OK,44,11.35,27,5,43,6,0
BW,1,6,MonolithicController,OK,5,9.83,16,15,39,21,0
BW,1,6,DirectedController,OK,46,15.69,5,5,6,6,1
BW,1,6,PORController,OK,36,15.69,31,5,50,6,0
BW,1,6,PORGeneralizedController,OK,43,11.23,31,5,50,6,0
BW,1,7,MonolithicController,OK,4,9.83,18,17,44,24,0
BW,1,7,DirectedController,OK,46,15.97,5,5,6,6,1
BW,1,7,PORController,OK,36,15.73,35,5,57,6,0
BW,1,7,PORGeneralizedController,OK,44,11.48,35,5,57,6,0
BW,1,8,MonolithicController,OK,6,9.84,20,19,49,27,0
BW,1,8,DirectedController,OK,46,16.25,5,5,6,6,1
BW,1,8,PORController,OK,40,15.7,39,5,64,6,0
BW,1,8,PORGeneralizedController,OK,45,11.5,39,5,64,6,0
BW,1,9,MonolithicController,OK,7,9.84,22,21,54,30,0
BW,1,9,DirectedController,OK,49,16.25,5,5,6,6,2
BW,1,9,PORController,OK,39,15.71,43,5,71,6,0
BW,1,9,PORGeneralizedController,OK,47,11.79,43,5,71,6,0
BW,1,10,MonolithicController,OK,7,9.98,24,23,59,33,0
BW,1,10,DirectedController,OK,54,16.53,5,5,6,6,2
BW,1,10,PORController,OK,40,15.73,47,5,78,6,0
BW,1,10,PORGeneralizedController,OK,59,11.77,47,5,78,6,0
BW,1,11,MonolithicController,OK,8,9.86,26,25,64,36,0
BW,1,11,DirectedController,OK,64,16.55,5,5,6,6,3
BW,1,11,PORController,OK,41,15.97,51,5,85,6,0
BW,1,11,PORGeneralizedController,OK,49,11.79,51,5,85,6,0
BW,1,12,MonolithicController,OK,8,9.85,28,27,69,39,0
BW,1,12,DirectedController,OK,55,16.81,5,5,6,6,3
BW,1,12,PORController,OK,40,15.98,55,5,92,6,0
BW,1,12,PORGeneralizedController,OK,48,12.08,55,5,92,6,0
BW,1,13,MonolithicController,OK,7,9.99,30,29,74,42,0
BW,1,13,DirectedController,OK,60,17.09,5,5,6,6,2
BW,1,13,PORController,OK,43,15.98,59,5,99,6,0
BW,1,13,PORGeneralizedController,OK,54,12.08,59,5,99,6,0
BW,1,14,MonolithicController,OK,8,9.87,32,31,79,45,0
BW,1,14,DirectedController,OK,64,17.41,5,5,6,6,3
BW,1,14,PORController,OK,42,15.97,63,5,106,6,0
BW,1,14,PORGeneralizedController,OK,50,12.37,63,5,106,6,0
BW,1,15,MonolithicController,OK,6,10.27,34,33,84,48,0
BW,1,15,DirectedController,OK,62,17.69,5,5,6,6,2
BW,1,15,PORController,OK,43,16.25,67,5,113,6,0
BW,1,15,PORGeneralizedController,OK,54,12.38,67,5,113,6,0
BW,2,1,MonolithicController,OK,5,9.84,18,17,62,28,0
BW,2,1,DirectedController,OK,52,15.69,11,11,14,14,2
BW,2,1,PORController,OK,43,15.74,31,14,58,23,0
BW,2,1,PORGeneralizedController,OK,40,11.79,31,14,58,23,0
BW,2,2,MonolithicController,OK,12,10.14,38,37,132,73,0
BW,2,2,DirectedController,OK,58,16.25,15,15,20,20,3
BW,2,2,PORController,OK,49,16.01,57,30,120,60,0
BW,2,2,PORGeneralizedController,OK,47,12.64,57,30,120,60,0
BW,2,3,MonolithicController,OK,15,10.82,66,65,230,140,0
BW,2,3,DirectedController,OK,65,16.53,19,19,26,26,4
BW,2,3,PORController,OK,50,16.57,91,54,204,119,0
BW,2,3,PORGeneralizedController,OK,54,13.78,91,54,204,119,0
BW,2,4,MonolithicController,OK,12,11.7,102,101,356,229,0
BW,2,4,DirectedController,OK,74,17.09,23,23,32,32,8
BW,2,4,PORController,OK,55,17.13,133,86,310,200,0
BW,2,4,PORGeneralizedController,OK,67,15.2,133,86,310,200,0
BW,2,5,MonolithicController,OK,15,12.42,146,145,510,340,0
BW,2,5,DirectedController,OK,92,17.69,27,27,38,38,10
BW,2,5,PORController,OK,64,17.97,183,126,438,303,0
BW,2,5,PORGeneralizedController,OK,75,17.21,183,126,438,303,0
BW,2,6,MonolithicController,OK,18,13.52,198,197,692,473,0
BW,2,6,DirectedController,OK,105,18.54,31,31,44,44,10
BW,2,6,PORController,OK,69,18.81,241,174,588,428,0
BW,2,6,PORGeneralizedController,OK,88,18.93,241,174,588,428,0
BW,2,7,MonolithicController,OK,23,14.74,258,257,902,628,0
BW,2,7,DirectedController,OK,113,19.41,35,35,50,50,13
BW,2,7,PORController,OK,78,19.97,307,230,760,575,0
BW,2,7,PORGeneralizedController,OK,149,14.98,578,230,1426,575,0
BW,2,8,MonolithicController,OK,24,16.21,326,325,1140,805,0
BW,2,8,DirectedController,OK,119,20.53,39,39,56,56,15
BW,2,8,PORController,OK,84,21.09,381,294,954,744,0
BW,2,8,PORGeneralizedController,OK,167,17.85,722,294,1802,744,0
BW,2,9,MonolithicController,OK,29,18.01,402,401,1406,1004,0
BW,2,9,DirectedController,OK,132,9.49,43,43,62,62,15
BW,2,9,PORController,OK,95,11.16,463,366,1170,935,0
BW,2,9,PORGeneralizedController,OK,183,12.97,882,366,2222,935,0
BW,2,10,MonolithicController,OK,36,19.55,486,485,1700,1225,0
BW,2,10,DirectedController,OK,147,10.92,47,47,68,68,18
BW,2,10,PORController,OK,110,12.69,553,446,1408,1148,0
BW,2,10,PORGeneralizedController,OK,202,16.49,1058,446,2686,1148,0
BW,2,11,MonolithicController,OK,42,21.35,578,577,2022,1468,0
BW,2,11,DirectedController,OK,165,12.49,51,51,74,74,26
BW,2,11,PORController,OK,114,13.74,651,534,1668,1383,0
BW,2,11,PORGeneralizedController,OK,224,23.16,1250,534,3194,1383,0
BW,2,12,MonolithicController,OK,53,14.2,678,677,2372,1733,0
BW,2,12,DirectedController,OK,175,15.02,55,55,80,80,21
BW,2,12,PORController,OK,126,15.47,757,630,1950,1640,0
BW,2,12,PORGeneralizedController,OK,252,19.51,1458,630,3746,1640,0
BW,2,13,MonolithicController,OK,57,16.94,786,785,2750,2020,0
BW,2,13,DirectedController,OK,195,17.09,59,59,86,86,23
BW,2,13,PORController,OK,143,17.3,871,734,2254,1919,0
BW,2,13,PORGeneralizedController,OK,307,15.39,1682,734,4342,1919,0
BW,2,14,MonolithicController,OK,65,19.71,902,901,3156,2329,0
BW,2,14,DirectedController,OK,214,19.14,63,63,92,92,31
BW,2,14,PORController,OK,156,19.05,993,846,2580,2220,0
BW,2,14,PORGeneralizedController,OK,350,24.49,1922,846,4982,2220,0
BW,2,15,MonolithicController,OK,67,22.85,1026,1025,3590,2660,0
BW,2,15,DirectedController,OK,221,21.4,67,67,98,98,23
BW,2,15,PORController,OK,165,20.81,1123,966,2928,2543,0
BW,2,15,PORGeneralizedController,OK,329,30.97,2178,966,5666,2543,0
BW,3,1,MonolithicController,OK,10,11.12,66,65,299,142,0
BW,3,1,DirectedController,OK,70,16.53,23,23,30,30,5
BW,3,1,PORController,OK,51,16.55,71,41,184,90,0
BW,3,1,PORGeneralizedController,OK,53,13.52,71,41,184,90,0
BW,3,2,MonolithicController,OK,19,15.03,218,217,997,593,0
BW,3,2,DirectedController,OK,88,17.69,31,31,42,42,9
BW,3,2,PORController,OK,67,18.25,169,143,501,405,0
BW,3,2,PORGeneralizedController,OK,78,18.37,169,143,501,405,0
BW,3,3,MonolithicController,OK,39,22.52,514,513,2367,1548,0
BW,3,3,DirectedController,OK,113,18.53,39,39,54,54,16
BW,3,3,PORController,OK,87,10.15,331,365,1050,1152,0
BW,3,3,PORGeneralizedController,OK,115,13.95,331,365,1050,1152,0
BW,3,4,MonolithicController,OK,76,22.33,1002,1001,4637,3193,0
BW,3,4,DirectedController,OK,139,19.98,47,47,66,66,22
BW,3,4,PORController,OK,124,14.88,573,755,1893,2517,0
BW,3,4,PORGeneralizedController,OK,150,15.63,573,755,1893,2517,0
BW,3,5,MonolithicController,OK,135,30.46,1730,1729,8035,5714,0
BW,3,5,DirectedController,OK,161,9.53,55,55,78,78,31
BW,3,5,PORController,OK,152,22.2,911,1361,3092,4686,0
BW,3,5,PORGeneralizedController,OK,208,15.61,911,1361,3092,4686,0
BW,3,6,MonolithicController,OK,163,59.45,2746,2745,12789,9297,0
BW,3,6,DirectedController,OK,187,12.23,63,63,90,90,36
BW,3,6,PORController,OK,191,31.76,1361,2231,4709,7845,0
BW,3,6,PORGeneralizedController,OK,272,42.33,1361,2231,4709,7845,0
BW,3,7,MonolithicController,OK,252,57.14,4098,4097,19127,14128,0
BW,3,7,DirectedController,OK,210,14.58,71,71,102,102,32
BW,3,7,PORController,OK,269,43.08,1939,3413,6806,12180,0
BW,3,7,PORGeneralizedController,OK,666,40.87,5186,3413,18208,12180,0
BW,3,8,MonolithicController,OK,293,70.89,5834,5833,27277,20393,0
BW,3,8,DirectedController,OK,202,17.33,79,79,114,114,30
BW,3,8,PORController,OK,297,57.86,2661,4955,9445,17877,0
BW,3,8,PORGeneralizedController,OK,831,62.9,7202,4955,25560,17877,0
BW,3,9,MonolithicController,OK,382,102.5,8002,8001,37467,28278,0
BW,3,9,DirectedController,OK,247,20.67,87,87,126,126,48
BW,3,9,PORController,OK,391,74.42,3543,6905,12688,25122,0
BW,3,9,PORGeneralizedController,OK,1102,86.91,9682,6905,34660,25122,0
BW,3,10,MonolithicController,OK,489,145.14,10650,10649,49925,37969,0
BW,3,10,DirectedController,OK,236,24.24,95,95,138,138,40
BW,3,10,PORController,OK,483,35.14,4601,9311,16597,34101,0
BW,3,10,PORGeneralizedController,OK,1421,160.27,12674,9311,45694,34101,0
BW,3,11,MonolithicController,OK,609,166.79,13826,13825,64879,49652,0
BW,3,11,DirectedController,OK,255,28.29,103,103,150,150,44
BW,3,11,PORController,OK,563,57.89,5851,12221,21234,45000,0
BW,3,11,PORGeneralizedController,OK,1707,256.21,16226,12221,58848,45000,0
BW,3,12,MonolithicController,OK,704,212.87,17578,17577,82557,63513,0
BW,3,12,DirectedController,OK,296,36.8,111,111,162,162,53
BW,3,12,PORController,OK,794,88.38,7309,15683,26661,58005,0
BW,3,12,PORGeneralizedController,OK,2283,166.63,20386,15683,74308,58005,0
BW,3,13,MonolithicController,OK,909,359.42,21954,21953,103187,79738,0
BW,3,13,DirectedController,OK,369,42.52,119,119,174,174,72
BW,3,13,PORController,OK,929,64.13,8991,19745,32940,73302,0
BW,3,13,PORGeneralizedController,OK,2428,280.32,25202,19745,92260,73302,0
BW,3,14,MonolithicController,OK,1098,496.88,27002,27001,126997,98513,0
BW,3,14,DirectedController,OK,360,49.26,127,127,186,186,77
BW,3,14,PORController,OK,1002,100.13,10913,24455,40133,91077,0
BW,3,14,PORGeneralizedController,OK,3099,317.21,30722,24455,112890,91077,0
BW,3,15,MonolithicController,OK,1215,411.75,32770,32769,154215,120024,0
BW,3,15,DirectedController,OK,408,56.28,135,135,198,198,91
BW,3,15,PORController,OK,1108,92.13,13091,29861,48302,111516,0
BW,3,15,PORGeneralizedController,OK,4341,259.22,36994,29861,136384,111516,0
BW,4,1,MonolithicController,OK,23,16.86,258,257,1448,704,0
BW,4,1,DirectedController,OK,117,18.53,47,47,62,62,15
BW,4,1,PORController,OK,65,18.25,141,122,480,341,0
BW,4,1,PORGeneralizedController,OK,77,17.78,141,122,480,341,0
BW,4,2,MonolithicController,OK,103,28.39,1298,1297,7430,4513,0
BW,4,2,DirectedController,OK,152,20.53,63,63,86,86,27
BW,4,2,PORController,OK,111,14.65,421,700,1652,2586,0
BW,4,2,PORGeneralizedController,OK,158,17.68,421,700,1652,2586,0
BW,4,3,MonolithicController,OK,361,64.47,4098,4097,23784,15776,0
BW,4,3,DirectedController,OK,270,11.17,79,79,110,110,56
BW,4,3,PORController,OK,210,31.35,991,2546,4166,10425,0
BW,4,3,PORGeneralizedController,OK,266,47.32,991,2546,4166,10425,0
BW,4,4,MonolithicController,OK,563,123.91,10002,10001,58598,40721,0
BW,4,4,DirectedController,OK,246,14.66,95,95,134,134,43
BW,4,4,PORController,OK,280,61.68,2003,6800,8766,29282,0
BW,4,4,PORGeneralizedController,OK,522,74.38,2003,6800,8766,29282,0
BW,4,5,MonolithicController,OK,1127,403.16,20738,20737,122312,87472,0
BW,4,5,DirectedController,OK,267,18.46,111,111,158,158,49
BW,4,5,PORController,OK,500,56.38,3641,14998,16358,66513,0
BW,4,5,PORGeneralizedController,OK,674,95.5,3641,14998,16358,66513,0
BW,4,6,MonolithicController,OK,1703,467.86,38418,38417,227718,166049,0
BW,4,6,DirectedController,OK,281,24.66,127,127,182,182,49
BW,4,6,PORController,OK,663,89.13,6121,29060,28010,131370,0
BW,4,6,PORGeneralizedController,OK,1030,172.11,6121,29060,28010,131370,0
BW,4,7,MonolithicController,OK,2652,910.53,65538,65537,389960,288368,0
BW,4,7,DirectedController,OK,318,30.74,143,143,206,206,52
BW,4,7,PORController,OK,874,128.13,9691,51290,44952,235001,0
BW,4,7,PORGeneralizedController,OK,4529,328.25,46530,51070,216608,234345,0
BW,4,8,MonolithicController,OK,4324,1351.68,104978,104977,626534,468241,0
BW,4,8,DirectedController,OK,330,37.76,159,159,230,230,52
BW,4,8,PORController,OK,1308,285.13,14631,84376,68576,390450,0
BW,4,8,PORGeneralizedController,OK,7229,747.03,71840,84028,337626,389410,0
